user_id,listening_date,track_id,track_name,valence,energy,tempo,track_duration_ms,listening_duration_ms,emotional_intensity
user_001,2026-04-27,track_061,VibeSync Track 061,0.04,0.299,111.4,256307,168959,2.703344
user_001,2026-04-27,track_085,VibeSync Track 085,0.188,0.714,141.4,170725,84934,1.1494401333333333
user_001,2026-04-28,track_097,VibeSync Track 097,0.238,0.683,176.7,254574,161437,2.0502499
user_001,2026-04-28,track_107,VibeSync Track 107,0.193,0.482,145.2,169826,151355,2.03572475
user_001,2026-04-28,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,227388,2.7400254
user_001,2026-04-28,track_103,VibeSync Track 103,0.033,0.846,128.7,261122,144410,2.327407833333333
user_001,2026-04-28,track_036,VibeSync Track 036,0.21,0.529,161.1,150168,133795,1.7616341666666666
user_001,2026-04-28,track_044,VibeSync Track 044,0.262,0.301,116.6,242258,211514,2.6016222
user_001,2026-04-28,track_094,VibeSync Track 094,0.295,0.493,88.2,161720,97332,1.1436510000000002
user_001,2026-04-28,track_112,VibeSync Track 112,0.252,0.558,152.7,224676,120743,1.5052627333333333
user_001,2026-04-28,track_117,VibeSync Track 117,0.287,0.54,79.8,162522,128981,1.5327242166666668
user_001,2026-04-28,track_085,VibeSync Track 085,0.188,0.714,141.4,170725,75262,1.0185457333333334
user_001,2026-04-28,track_062,VibeSync Track 062,0.062,0.943,109.9,241960,116126,1.8154364666666665
user_001,2026-04-29,track_061,VibeSync Track 061,0.04,0.299,111.4,256307,220808,3.532928
user_001,2026-04-29,track_043,VibeSync Track 043,0.092,0.859,137.8,162851,127374,1.9275932
user_001,2026-04-29,track_059,VibeSync Track 059,0.163,0.517,93.5,197700,159812,2.2293774
user_001,2026-04-29,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,242159,2.91801595
user_001,2026-04-29,track_032,VibeSync Track 032,0.297,0.822,110.7,189835,123069,1.44195845
user_001,2026-04-29,track_033,VibeSync Track 033,0.146,0.918,106.4,242631,174617,2.485381966666667
user_001,2026-04-29,track_094,VibeSync Track 094,0.295,0.493,88.2,161720,71297,0.8377397500000001
user_001,2026-04-29,track_072,VibeSync Track 072,0.212,0.612,117.9,246450,104604,1.3737992
user_001,2026-04-29,track_044,VibeSync Track 044,0.262,0.301,116.6,242258,190042,2.3375166
user_001,2026-04-29,track_056,VibeSync Track 056,0.185,0.215,106.0,199779,131097,1.78073425
user_001,2026-04-29,track_095,VibeSync Track 095,0.125,0.641,113.1,208902,149867,2.1855604166666667
user_001,2026-04-29,track_097,VibeSync Track 097,0.238,0.683,176.7,254574,215687,2.7392249
user_001,2026-04-29,track_103,VibeSync Track 103,0.033,0.846,128.7,261122,199122,3.2091829
user_001,2026-04-30,track_009,VibeSync Track 009,0.806,0.432,85.2,159401,113730,0.3677269999999999
user_001,2026-04-30,track_048,VibeSync Track 048,0.174,0.855,118.1,193262,105824,1.4568437333333335
user_001,2026-04-30,track_010,VibeSync Track 010,0.318,0.505,111.9,276690,102384,1.1637647999999998
user_001,2026-04-30,track_011,VibeSync Track 011,0.509,0.192,100.2,168629,106888,0.8747001333333334
user_001,2026-04-30,track_119,VibeSync Track 119,0.318,0.758,123.4,203255,99489,1.1308582999999999
user_001,2026-04-30,track_089,VibeSync Track 089,0.573,0.661,97.4,159114,97941,0.69701345
user_001,2026-04-30,track_045,VibeSync Track 045,0.321,0.684,100.5,248258,224601,2.54173465
user_001,2026-04-30,track_034,VibeSync Track 034,0.7,0.683,138.9,257524,129292,0.64646
user_001,2026-04-30,track_082,VibeSync Track 082,0.482,0.333,137.3,273623,106137,0.9163161000000001
user_001,2026-04-30,track_098,VibeSync Track 098,0.404,0.398,84.9,163342,87044,0.8646370666666667
user_001,2026-04-30,track_022,VibeSync Track 022,0.666,0.407,84.0,245968,133028,0.7405225333333333
user_001,2026-05-01,track_049,VibeSync Track 049,0.412,0.326,126.2,192974,137411,1.3466278
user_001,2026-05-01,track_040,VibeSync Track 040,0.655,0.535,136.4,154289,132616,0.7625419999999999
user_001,2026-05-01,track_012,VibeSync Track 012,0.805,0.526,140.2,229460,179392,0.5830239999999998
user_001,2026-05-01,track_092,VibeSync Track 092,0.822,0.548,95.1,180603,110917,0.32905376666666675
user_001,2026-05-01,track_041,VibeSync Track 041,0.657,0.887,120.9,219722,193160,1.1042313333333331
user_001,2026-05-01,track_115,VibeSync Track 115,0.596,0.203,91.2,260591,119489,0.8045592666666667
user_001,2026-05-01,track_075,VibeSync Track 075,0.857,0.593,122.9,216319,78905,0.18805691666666668
user_001,2026-05-01,track_084,VibeSync Track 084,0.768,0.536,95.1,193995,79252,0.30644106666666665
user_001,2026-05-01,track_083,VibeSync Track 083,0.56,0.751,134.3,162972,133561,0.9794473333333332
user_001,2026-05-02,track_003,VibeSync Track 003,0.493,0.292,127.8,233655,106272,0.8979984000000001
user_001,2026-05-02,track_020,VibeSync Track 020,0.652,0.69,144.5,211099,142635,0.827283
user_001,2026-05-02,track_014,VibeSync Track 014,0.671,0.808,111.2,183674,82470,0.45221049999999996
user_001,2026-05-02,track_071,VibeSync Track 071,0.407,0.276,118.9,251090,201526,1.9917486333333332
user_001,2026-05-02,track_037,VibeSync Track 037,0.792,0.513,149.6,283925,181712,0.6299349333333332
user_001,2026-05-02,track_026,VibeSync Track 026,0.18,0.567,123.5,171022,102213,1.396911
user_001,2026-05-02,track_002,VibeSync Track 002,0.611,0.7,118.0,204146,111460,0.7226323333333333
user_001,2026-05-02,track_038,VibeSync Track 038,0.438,0.701,115.4,153208,116389,1.0901769666666667
user_001,2026-05-02,track_043,VibeSync Track 043,0.092,0.859,137.8,162851,95296,1.4421461333333334
user_001,2026-05-02,track_050,VibeSync Track 050,0.885,0.286,134.1,190091,77361,0.14827525
user_001,2026-05-02,track_078,VibeSync Track 078,0.389,0.547,105.3,186100,79409,0.8086483166666667
user_001,2026-05-02,track_030,VibeSync Track 030,0.377,0.399,84.3,182893,178363,1.8520024833333333
user_001,2026-05-03,track_072,VibeSync Track 072,0.212,0.612,117.9,246450,198345,2.604931
user_001,2026-05-03,track_049,VibeSync Track 049,0.412,0.326,126.2,192974,100889,0.9887122000000002
user_001,2026-05-03,track_109,VibeSync Track 109,0.304,0.474,116.6,266208,260874,3.0261384
user_001,2026-05-03,track_014,VibeSync Track 014,0.671,0.808,111.2,183674,157259,0.8623035166666665
user_001,2026-05-03,track_026,VibeSync Track 026,0.18,0.567,123.5,171022,139550,1.9071833333333335
user_001,2026-05-03,track_060,VibeSync Track 060,0.877,0.392,119.3,193705,124375,0.25496874999999997
user_001,2026-05-03,track_035,VibeSync Track 035,0.136,0.286,153.5,238112,125474,1.8068256
user_001,2026-05-03,track_043,VibeSync Track 043,0.092,0.859,137.8,162851,67201,1.0169751333333334
user_001,2026-05-03,track_011,VibeSync Track 011,0.509,0.192,100.2,168629,157953,1.29258205
user_002,2026-04-24,track_072,VibeSync Track 072,0.212,0.612,117.9,246450,118674,1.5585852
user_002,2026-04-24,track_000,VibeSync Track 000,0.404,0.705,106.4,153564,84286,0.8372409333333334
user_002,2026-04-24,track_081,VibeSync Track 081,0.596,0.533,104.6,268674,195189,1.3142726000000002
user_002,2026-04-24,track_097,VibeSync Track 097,0.238,0.683,176.7,254574,118352,1.5030704
user_002,2026-04-24,track_093,VibeSync Track 093,0.41,0.183,128.5,150070,136083,1.3381495000000003
user_002,2026-04-24,track_049,VibeSync Track 049,0.412,0.326,126.2,192974,162684,1.5943032000000001
user_002,2026-04-24,track_061,VibeSync Track 061,0.04,0.299,111.4,256307,209569,3.353104
user_002,2026-04-25,track_095,VibeSync Track 095,0.125,0.641,113.1,208902,158295,2.3084687500000003
user_002,2026-04-25,track_070,VibeSync Track 070,0.336,0.151,65.7,181755,132620,1.467661333333333
user_002,2026-04-25,track_087,VibeSync Track 087,0.447,0.717,120.4,222068,171525,1.58088875
user_002,2026-04-25,track_117,VibeSync Track 117,0.287,0.54,79.8,162522,65803,0.7819589833333334
user_002,2026-04-25,track_027,VibeSync Track 027,0.663,0.853,135.7,207171,128502,0.7217529
user_002,2026-04-25,track_091,VibeSync Track 091,0.744,0.234,131.0,157128,59244,0.2527744
user_002,2026-04-25,track_068,VibeSync Track 068,0.341,0.297,67.4,203280,136419,1.49833535
user_002,2026-04-25,track_035,VibeSync Track 035,0.136,0.286,153.5,238112,134392,1.9352447999999998
user_002,2026-04-25,track_008,VibeSync Track 008,0.616,0.793,117.1,235409,104507,0.6688448
user_002,2026-04-25,track_103,VibeSync Track 103,0.033,0.846,128.7,261122,108943,1.7557980166666667
user_002,2026-04-25,track_107,VibeSync Track 107,0.193,0.482,145.2,169826,124307,1.6719291499999998
user_002,2026-04-26,track_066,VibeSync Track 066,0.434,0.912,127.8,276425,262970,2.4806836666666667
user_002,2026-04-26,track_081,VibeSync Track 081,0.596,0.533,104.6,268674,195511,1.3164407333333334
user_002,2026-04-26,track_082,VibeSync Track 082,0.482,0.333,137.3,273623,157460,1.3594046666666668
user_002,2026-04-26,track_002,VibeSync Track 002,0.611,0.7,118.0,204146,149862,0.9716053
user_002,2026-04-26,track_070,VibeSync Track 070,0.336,0.151,65.7,181755,66308,0.7338085333333332
user_002,2026-04-26,track_098,VibeSync Track 098,0.404,0.398,84.9,163342,158942,1.5788238666666665
user_002,2026-04-26,track_022,VibeSync Track 022,0.666,0.407,84.0,245968,163199,0.9084744333333332
user_002,2026-04-26,track_050,VibeSync Track 050,0.885,0.286,134.1,190091,163245,0.31288625
user_002,2026-04-26,track_101,VibeSync Track 101,0.442,0.493,127.9,238054,96120,0.8939160000000002
user_002,2026-04-26,track_005,VibeSync Track 005,0.739,0.871,121.1,275941,183867,0.79982145
user_002,2026-04-26,track_056,VibeSync Track 056,0.185,0.215,106.0,199779,133644,1.8153309999999998
user_002,2026-04-26,track_003,VibeSync Track 003,0.493,0.292,127.8,233655,224212,1.8945914000000001
user_002,2026-04-26,track_103,VibeSync Track 103,0.033,0.846,128.7,261122,188431,3.0368796166666665
user_002,2026-04-27,track_074,VibeSync Track 074,0.737,0.125,146.5,172597,90360,0.39607800000000004
user_002,2026-04-27,track_102,VibeSync Track 102,0.833,0.578,120.8,250808,141836,0.3947768666666667
user_002,2026-04-27,track_006,VibeSync Track 006,0.496,0.073,93.9,189101,130184,1.0935456
user_002,2026-04-27,track_092,VibeSync Track 092,0.822,0.548,95.1,180603,114735,0.3403805000000001
user_002,2026-04-27,track_071,VibeSync Track 071,0.407,0.276,118.9,251090,91408,0.9034157333333334
user_002,2026-04-27,track_057,VibeSync Track 057,0.614,0.862,78.3,240755,213571,1.3739734333333333
user_002,2026-04-27,track_008,VibeSync Track 008,0.616,0.793,117.1,235409,219519,1.4049216
user_002,2026-04-27,track_083,VibeSync Track 083,0.56,0.751,134.3,162972,71897,0.5272446666666666
user_002,2026-04-27,track_112,VibeSync Track 112,0.252,0.558,152.7,224676,159547,1.9890192666666668
user_002,2026-04-27,track_101,VibeSync Track 101,0.442,0.493,127.9,238054,100119,0.9311067000000001
user_002,2026-04-28,track_101,VibeSync Track 101,0.442,0.493,127.9,238054,126835,1.1795655000000003
user_002,2026-04-28,track_010,VibeSync Track 010,0.318,0.505,111.9,276690,215437,2.4488005666666663
user_002,2026-04-28,track_044,VibeSync Track 044,0.262,0.301,116.6,242258,199268,2.4509964
user_002,2026-04-28,track_073,VibeSync Track 073,0.461,0.594,143.1,258187,219361,1.9705929833333329
user_002,2026-04-28,track_108,VibeSync Track 108,0.364,0.713,102.5,158796,66699,0.7070094
user_002,2026-04-28,track_067,VibeSync Track 067,0.492,0.853,132.8,206249,194989,1.6509068666666669
user_002,2026-04-28,track_002,VibeSync Track 002,0.611,0.7,118.0,204146,101999,0.6612935166666667
user_002,2026-04-28,track_119,VibeSync Track 119,0.318,0.758,123.4,203255,76082,0.8647987333333332
user_002,2026-04-28,track_033,VibeSync Track 033,0.146,0.918,106.4,242631,172426,2.454196733333333
user_002,2026-04-28,track_072,VibeSync Track 072,0.212,0.612,117.9,246450,145676,1.9132114666666666
user_002,2026-04-28,track_030,VibeSync Track 030,0.377,0.399,84.3,182893,162658,1.6889322333333334
user_002,2026-04-29,track_070,VibeSync Track 070,0.336,0.151,65.7,181755,101081,1.1186297333333333
user_002,2026-04-29,track_056,VibeSync Track 056,0.185,0.215,106.0,199779,193662,2.6305755
user_002,2026-04-29,track_113,VibeSync Track 113,0.678,0.511,116.1,222757,120087,0.6444669
user_002,2026-04-29,track_091,VibeSync Track 091,0.744,0.234,131.0,157128,107599,0.45908906666666666
user_002,2026-04-29,track_076,VibeSync Track 076,0.603,0.33,106.0,179964,92929,0.6148802166666667
user_002,2026-04-29,track_101,VibeSync Track 101,0.442,0.493,127.9,238054,228157,2.1218601
user_002,2026-04-29,track_067,VibeSync Track 067,0.492,0.853,132.8,206249,94254,0.7980172
user_002,2026-04-29,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,107087,1.29039835
user_002,2026-04-29,track_063,VibeSync Track 063,0.187,0.328,132.9,262336,166009,2.24942195
user_002,2026-04-29,track_017,VibeSync Track 017,0.366,0.47,132.8,269454,268118,2.833113533333333
user_002,2026-04-30,track_090,VibeSync Track 090,0.55,0.489,105.1,218854,183092,1.37319
user_002,2026-04-30,track_111,VibeSync Track 111,0.373,0.474,128.9,261121,242585,2.53501325
user_002,2026-04-30,track_070,VibeSync Track 070,0.336,0.151,65.7,181755,169166,1.8721037333333332
user_002,2026-04-30,track_108,VibeSync Track 108,0.364,0.713,102.5,158796,109133,1.1568098
user_002,2026-04-30,track_086,VibeSync Track 086,0.527,0.43,134.8,191561,106384,0.8386605333333332
user_002,2026-04-30,track_089,VibeSync Track 089,0.573,0.661,97.4,159114,135534,0.9645503000000002
user_002,2026-04-30,track_060,VibeSync Track 060,0.877,0.392,119.3,193705,151105,0.30976525
user_002,2026-05-01,track_109,VibeSync Track 109,0.304,0.474,116.6,266208,109518,1.2704087999999998
user_002,2026-05-01,track_108,VibeSync Track 108,0.364,0.713,102.5,158796,132660,1.406196
user_002,2026-05-01,track_000,VibeSync Track 000,0.404,0.705,106.4,153564,79945,0.7941203333333332
user_002,2026-05-01,track_089,VibeSync Track 089,0.573,0.661,97.4,159114,152578,1.0858467666666667
user_002,2026-05-01,track_074,VibeSync Track 074,0.737,0.125,146.5,172597,87442,0.38328743333333337
user_002,2026-05-01,track_045,VibeSync Track 045,0.321,0.684,100.5,248258,106699,1.2074770166666668
user_002,2026-05-01,track_050,VibeSync Track 050,0.885,0.286,134.1,190091,169223,0.3243440833333333
user_002,2026-05-01,track_061,VibeSync Track 061,0.04,0.299,111.4,256307,115244,1.843904
user_002,2026-05-01,track_107,VibeSync Track 107,0.193,0.482,145.2,169826,79227,1.0656031499999998
user_002,2026-05-02,track_016,VibeSync Track 016,0.276,0.189,123.4,214283,196811,2.3748527333333334
user_002,2026-05-02,track_026,VibeSync Track 026,0.18,0.567,123.5,171022,81694,1.1164846666666668
user_002,2026-05-02,track_047,VibeSync Track 047,0.783,0.381,133.2,281849,155499,0.5623880499999999
user_002,2026-05-02,track_082,VibeSync Track 082,0.482,0.333,137.3,273623,234033,2.0204849
user_002,2026-05-02,track_051,VibeSync Track 051,0.468,0.777,109.0,212263,208375,1.847591666666667
user_002,2026-05-02,track_100,VibeSync Track 100,0.298,0.181,121.6,195641,132151,1.5461666999999997
user_002,2026-05-02,track_043,VibeSync Track 043,0.092,0.859,137.8,162851,72229,1.0930655333333335
user_002,2026-05-02,track_006,VibeSync Track 006,0.496,0.073,93.9,189101,67898,0.5703431999999999
user_002,2026-05-02,track_080,VibeSync Track 080,0.329,0.917,141.7,226931,113301,1.26708285
user_002,2026-05-03,track_080,VibeSync Track 080,0.329,0.917,141.7,226931,179383,2.0060998833333334
user_002,2026-05-03,track_092,VibeSync Track 092,0.822,0.548,95.1,180603,77513,0.22995523333333337
user_002,2026-05-03,track_001,VibeSync Track 001,0.499,0.574,171.8,207078,140629,1.17425215
user_002,2026-05-03,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,226286,2.7267463
user_002,2026-05-03,track_107,VibeSync Track 107,0.193,0.482,145.2,169826,123586,1.6622316999999998
user_002,2026-05-03,track_074,VibeSync Track 074,0.737,0.125,146.5,172597,82821,0.36303205
user_002,2026-05-03,track_111,VibeSync Track 111,0.373,0.474,128.9,261121,227875,2.3812937499999998
user_002,2026-05-03,track_064,VibeSync Track 064,0.352,0.262,126.2,272323,221947,2.3970276000000004
user_003,2026-04-24,track_084,VibeSync Track 084,0.768,0.536,95.1,193995,84424,0.3264394666666666
user_003,2026-04-24,track_006,VibeSync Track 006,0.496,0.073,93.9,189101,81396,0.6837264000000001
user_003,2026-04-24,track_031,VibeSync Track 031,0.795,0.501,125.9,217603,207357,0.7084697499999999
user_003,2026-04-24,track_028,VibeSync Track 028,0.444,0.819,127.0,218366,132859,1.2311600666666667
user_003,2026-04-24,track_092,VibeSync Track 092,0.822,0.548,95.1,180603,98540,0.29233533333333345
user_003,2026-04-24,track_087,VibeSync Track 087,0.447,0.717,120.4,222068,148248,1.3663523999999998
user_003,2026-04-25,track_092,VibeSync Track 092,0.822,0.548,95.1,180603,175393,0.5203325666666668
user_003,2026-04-25,track_040,VibeSync Track 040,0.655,0.535,136.4,154289,82728,0.475686
user_003,2026-04-25,track_090,VibeSync Track 090,0.55,0.489,105.1,218854,208157,1.5611774999999999
user_003,2026-04-25,track_083,VibeSync Track 083,0.56,0.751,134.3,162972,59673,0.437602
user_003,2026-04-25,track_059,VibeSync Track 059,0.163,0.517,93.5,197700,140540,1.9605329999999999
user_003,2026-04-25,track_060,VibeSync Track 060,0.877,0.392,119.3,193705,147619,0.30261895
user_003,2026-04-25,track_010,VibeSync Track 010,0.318,0.505,111.9,276690,115886,1.3172375333333333
user_003,2026-04-25,track_085,VibeSync Track 085,0.188,0.714,141.4,170725,75327,1.0194254
user_003,2026-04-25,track_041,VibeSync Track 041,0.657,0.887,120.9,219722,136760,0.7818113333333332
user_003,2026-04-25,track_109,VibeSync Track 109,0.304,0.474,116.6,266208,260364,3.0202224
user_003,2026-04-26,track_023,VibeSync Track 023,0.341,0.427,128.7,262391,250967,2.7564542166666666
user_003,2026-04-26,track_031,VibeSync Track 031,0.795,0.501,125.9,217603,189931,0.6489309166666665
user_003,2026-04-26,track_076,VibeSync Track 076,0.603,0.33,106.0,179964,117660,0.778517
user_003,2026-04-26,track_105,VibeSync Track 105,0.331,0.344,152.9,172680,148521,1.6560091500000003
user_003,2026-04-26,track_119,VibeSync Track 119,0.318,0.758,123.4,203255,73495,0.8353931666666666
user_003,2026-04-26,track_096,VibeSync Track 096,0.865,0.789,120.6,264846,111485,0.25084125
user_003,2026-04-26,track_020,VibeSync Track 020,0.652,0.69,144.5,211099,187694,1.0886251999999998
user_003,2026-04-27,track_034,VibeSync Track 034,0.7,0.683,138.9,257524,129075,0.6453750000000001
user_003,2026-04-27,track_024,VibeSync Track 024,0.616,0.23,129.1,227710,158258,1.0128512
user_003,2026-04-27,track_099,VibeSync Track 099,0.457,0.472,153.3,154703,115085,1.04151925
user_003,2026-04-27,track_021,VibeSync Track 021,0.303,0.472,108.1,165099,150905,1.7530130833333333
user_003,2026-04-27,track_100,VibeSync Track 100,0.298,0.181,121.6,195641,145169,1.6984773
user_003,2026-04-27,track_112,VibeSync Track 112,0.252,0.558,152.7,224676,138888,1.7314704
user_003,2026-04-27,track_079,VibeSync Track 079,0.611,0.498,118.0,169427,100507,0.6516203833333333
user_003,2026-04-27,track_095,VibeSync Track 095,0.125,0.641,113.1,208902,130944,1.9096
user_003,2026-04-28,track_041,VibeSync Track 041,0.657,0.887,120.9,219722,200797,1.1478895166666667
user_003,2026-04-28,track_084,VibeSync Track 084,0.768,0.536,95.1,193995,125133,0.4838476
user_003,2026-04-28,track_058,VibeSync Track 058,0.67,0.842,92.9,253017,129315,0.7112324999999999
user_003,2026-04-28,track_027,VibeSync Track 027,0.663,0.853,135.7,207171,104379,0.5862620499999999
user_003,2026-04-28,track_091,VibeSync Track 091,0.744,0.234,131.0,157128,131187,0.5597312
user_003,2026-04-28,track_010,VibeSync Track 010,0.318,0.505,111.9,276690,243700,2.770056666666666
user_003,2026-04-28,track_037,VibeSync Track 037,0.792,0.513,149.6,283925,118802,0.4118469333333333
user_003,2026-04-29,track_067,VibeSync Track 067,0.492,0.853,132.8,206249,151878,1.2859004
user_003,2026-04-29,track_039,VibeSync Track 039,0.569,0.817,126.5,284921,126793,0.9107963833333335
user_003,2026-04-29,track_030,VibeSync Track 030,0.377,0.399,84.3,182893,162049,1.6826087833333334
user_003,2026-04-29,track_076,VibeSync Track 076,0.603,0.33,106.0,179964,99289,0.6569622166666667
user_003,2026-04-29,track_047,VibeSync Track 047,0.783,0.381,133.2,281849,125004,0.4520978
user_003,2026-04-29,track_012,VibeSync Track 012,0.805,0.526,140.2,229460,217672,0.7074339999999999
user_003,2026-04-29,track_078,VibeSync Track 078,0.389,0.547,105.3,186100,85158,0.8671923
user_003,2026-04-29,track_009,VibeSync Track 009,0.806,0.432,85.2,159401,85290,0.27577099999999993
user_003,2026-04-29,track_070,VibeSync Track 070,0.336,0.151,65.7,181755,81762,0.9048327999999999
user_003,2026-04-29,track_119,VibeSync Track 119,0.318,0.758,123.4,203255,86397,0.9820458999999999
user_003,2026-04-29,track_040,VibeSync Track 040,0.655,0.535,136.4,154289,56122,0.3227015
user_003,2026-04-29,track_090,VibeSync Track 090,0.55,0.489,105.1,218854,84479,0.6335925
user_003,2026-04-29,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,130901,1.57735705
user_003,2026-04-30,track_111,VibeSync Track 111,0.373,0.474,128.9,261121,191726,2.0035367
user_003,2026-04-30,track_086,VibeSync Track 086,0.527,0.43,134.8,191561,151805,1.1967294166666667
user_003,2026-04-30,track_012,VibeSync Track 012,0.805,0.526,140.2,229460,139020,0.4518149999999999
user_003,2026-04-30,track_073,VibeSync Track 073,0.461,0.594,143.1,258187,143731,1.291183483333333
user_003,2026-04-30,track_007,VibeSync Track 007,0.277,0.143,115.4,282410,191457,2.30705685
user_003,2026-04-30,track_021,VibeSync Track 021,0.303,0.472,108.1,165099,151685,1.7620740833333335
user_003,2026-04-30,track_064,VibeSync Track 064,0.352,0.262,126.2,272323,245971,2.6564867999999997
user_003,2026-04-30,track_108,VibeSync Track 108,0.364,0.713,102.5,158796,60065,0.636689
user_003,2026-04-30,track_060,VibeSync Track 060,0.877,0.392,119.3,193705,90648,0.18582839999999998
user_003,2026-04-30,track_004,VibeSync Track 004,0.654,0.754,156.8,268494,135289,0.7801665666666666
user_003,2026-04-30,track_087,VibeSync Track 087,0.447,0.717,120.4,222068,113721,1.04812855
user_003,2026-04-30,track_101,VibeSync Track 101,0.442,0.493,127.9,238054,171708,1.5968844000000002
user_003,2026-04-30,track_038,VibeSync Track 038,0.438,0.701,115.4,153208,95076,0.8905452
user_003,2026-05-01,track_112,VibeSync Track 112,0.252,0.558,152.7,224676,133198,1.6605350666666667
user_003,2026-05-01,track_030,VibeSync Track 030,0.377,0.399,84.3,182893,126276,1.3111658
user_003,2026-05-01,track_026,VibeSync Track 026,0.18,0.567,123.5,171022,71159,0.9725063333333335
user_003,2026-05-01,track_052,VibeSync Track 052,0.623,0.474,136.1,174007,155170,0.9749848333333334
user_003,2026-05-01,track_103,VibeSync Track 103,0.033,0.846,128.7,261122,100212,1.6150833999999998
user_003,2026-05-01,track_020,VibeSync Track 020,0.652,0.69,144.5,211099,200786,1.1645587999999998
user_003,2026-05-01,track_055,VibeSync Track 055,0.397,0.823,152.6,156941,65040,0.653652
user_003,2026-05-01,track_102,VibeSync Track 102,0.833,0.578,120.8,250808,225306,0.6271017000000002
user_003,2026-05-02,track_032,VibeSync Track 032,0.297,0.822,110.7,189835,187314,2.1946957000000005
user_003,2026-05-02,track_081,VibeSync Track 081,0.596,0.533,104.6,268674,234100,1.5762733333333334
user_003,2026-05-02,track_040,VibeSync Track 040,0.655,0.535,136.4,154289,132173,0.7599947499999999
user_003,2026-05-02,track_114,VibeSync Track 114,0.743,0.669,113.3,211397,162271,0.6950607833333333
user_003,2026-05-02,track_002,VibeSync Track 002,0.611,0.7,118.0,204146,174819,1.13340985
user_003,2026-05-02,track_056,VibeSync Track 056,0.185,0.215,106.0,199779,87395,1.1871154166666666
