track_id,track_name,valence,energy,tempo,duration_ms,mood_label
0yDuXYb8RtAvk0LVdtIPej,Other People's Worlds,0.0598,0.35,130.152,276030,sad
3O4SvRnrEvmPbTVF2BZGh2,Star Destroyer,0.0515,0.697,129.306,40073,sad
7yDHTw8qmUTzjL7Pa1XJNw,Verse One,0.0906,0.842,150.062,410309,sad
7JZEbaM4Qoic4EfWSUX55Q,Tapestry of Us (FYH100 - Part 3),0.0517,0.986,137.207,177623,sad
16gFe2C7CP9PUf6T3nqD5H,The Calmest Music For Dogs,0.0358,0.021,77.966,121620,sad
1gmNiVs4RkjUssLLGpwMZ8,La Clé,0.0691,0.984,154.928,139505,sad
5TsTsleoRD3ocQM03vWfZU,Soul of Ranam,0.0338,0.164,76.749,92414,sad
16I8XKk0KQAF6QvzS6dW8r,Boat Dock Talk,0.0374,0.0452,144.854,77413,sad
4L9NWYUJZ8SuiXwdUeJM4W,The Crane (With Thunderstorm Ambience),0.0295,0.117,83.806,130286,sad
7MQJOK2zAbrqKygEDPWfwG,"Man with a Harmonica (From ""Once Upon a Time in the West"")",0.0375,0.264,67.919,209880,sad
6RWgQCygk0BdVPDg5vnpN5,A Warrior's Call - Live from Telia Parken,0.076,0.95,106.115,272283,sad
1MjgqS0UuDJc0nfwVLKSXy,brot,0.0373,0.127,176.533,174400,sad
0A0vOaL4r7RFushUuflN8I,"Violin Sonata No. 6 in G Major, BWV 1019: II. Largo",0.0967,0.141,62.937,91450,sad
4AyhLYvCPGIn9Oto35baoc,Razorfish [ABGT271] (Flashback) - Jerome Isma-Ae Remix,0.0341,0.936,128.003,262508,sad
6WsADUCDi7RxP2Ejo2fTd2,Dusk Line Hills,0.0395,0.324,114.879,237935,sad
1SgRz27RpBS5VKq1c30roJ,Witchdoctor - IAMU Remix,0.096,0.866,174.113,274971,sad
2AvvmSv6Kydm7XrK0cUaNW,Didn't I Do Well?,0.0389,0.0586,121.317,528187,sad
2fnovdkrP33dRMtJQ0O41c,Old Site - Black Moonrise Mix,0.0972,0.576,117.0,203507,sad
0arkidGcSyMzPvzrFczFZ2,The Da Vinci Code Orchestra Suite: Part 4 - Live,0.0411,0.285,108.409,264013,sad
6viMAOCe1yZhzRx0Yg92uc,Soothsayer,0.074,0.424,165.743,316627,sad
4C7fTCJikG5NL19kSYZjy7,"Organ Concerto No. 3 in G Minor, Op. 4 No. 3, HWV 291: III. Adagio",0.0845,0.0559,53.814,62733,sad
0bDJZ6P6BesDY7wRyeQnxT,Darkness,0.0382,0.986,99.868,106057,sad
2Zzc3hKvJ4Fl7cvVUxXuAx,Óia o rappa,0.0494,0.984,112.936,356107,sad
58WcsmaHg5vlXbMxIy1pLl,Secure Remix,0.077,0.332,190.591,242400,sad
4gwDlhzNHduQZpzw7IW5aA,People,0.0394,0.462,174.016,237241,sad
1UvYcc3gNaGO6Vv8kdmrNR,Crashing (Interlude),0.0862,0.108,70.002,228014,sad
2nt2oXmKIJYaH6qNlHNhn5,Light Rain Coming Closer,0.0,0.435,0.0,52000,sad
0AKDvGgSfIjceAkGi5oxH1,The Day I Saw You,0.0329,0.213,91.865,192275,sad
07UBNNCBtzBI7Ccg3WqD4A,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: II. Andante semplice",0.0586,0.0228,93.583,426333,sad
73DEaEsreWiPzWeVGdo4Zj,4 am Insecurities,0.095,0.0326,89.716,172383,sad
5MaP5PEsGXjvvxtfjjovzH,Concentrate,0.0376,0.0223,68.347,219181,sad
3fimoj20XOopoXwoOXvbAT,Storm's a Comin',0.0079,0.989,145.47,144588,sad
2XwdfuUTQl9zk817YQU5p6,"Préludes, Book 1, L. 117: No. 7, Ce qu'a vu le vent d'ouest",0.0346,0.147,89.198,198720,sad
16zrBqTjmMHJuL4jX802Aq,One More Time,0.0932,0.431,129.661,180873,sad
1Lp1KJ4vASk1BtN0roCxPg,Majerione Hall,0.0702,0.574,120.047,225071,sad
2IMsOlTG2MlhkFDpOBleH3,Don't Let It Bring You Down - Live at BBC Maida Vale,0.0835,0.389,150.406,232240,sad
4Vkfd2JYMs0r0Kuf50Kpul,The Shuttle Arrives,0.0304,0.588,85.855,143764,sad
1yoFf5ZptWIGZREozzwgGE,"Your Pen, Your Sword",0.0293,0.125,71.609,365613,sad
5fOfwvnGdJm4peMkYW0KhR,A quai (Pianosolo),0.0467,0.158,171.453,137881,sad
1sTSnGM0Vx1xj53mK7oErv,"Smerte, skjønnhet og Satan",0.0394,0.798,159.976,210181,sad
7of1hR4M4fZhbSVTKagyDT,Einaudi: I giorni,0.0714,0.119,114.58,418538,sad
3Wxak2pDvANHGPkD3iRwzX,Si mes vers avaient des ailes,0.0398,0.0298,64.999,141813,sad
7rp7kK16vs2fjxnz4P7OFy,"La rondine, Act I: Chi il bel sogno di Doretta (Live)",0.0584,0.207,90.647,295453,sad
3jXMDUqZvupK6Rh8vcEeZT,Shots,0.0362,0.623,140.016,32071,sad
3q5wZI5IOuAnYSecbfcRuY,Lovely Elements,0.0867,0.0957,112.056,107143,sad
7ESSj4qLi8Xt9qz9NowReO,易燃易爆炸 - Live,0.0741,0.431,115.142,244683,sad
6Sh0HE8u1jTr50jdzyxOnl,Prelude,0.0793,0.556,69.966,102040,sad
2MhrMnjOwUPxcfgVFIUjEh,Surrounded by Thunder,0.00961,0.935,113.831,233950,sad
6jWHMfw0qHCgPKT0HnoXka,How We Do,0.0675,0.449,124.99,256080,sad
7FpP1wsVrrdrmZ5JTZQgDA,Thugger’s Interlude,0.0684,0.113,82.687,71998,sad
3wxOQ6OhAkNzPsTtWLithQ,Fireflies,0.0648,0.298,82.006,110529,sad
0Jfgxfmi38qhB27MNzhVvy,Give Me Your Eyes,0.0716,0.147,170.735,472000,sad
09JM9XVvYGKbhrJ2Md0skl,Don't Stop,0.0767,0.535,115.008,102261,sad
7lnwLmPJ11K45avKAO1WbX,Smoke break,0.0836,0.149,116.031,91011,sad
2z4JDqG9Q4TVVVr8n83mbQ,Hurricanes,0.0682,0.362,78.817,227945,sad
0sixrevMk8qAspWZnrWftQ,Asmr Space Sounds Sleep Aid,0.054,0.839,96.005,136000,sad
21DsD89QMnXlJBKbhPdd0f,Incomplete,0.0385,0.707,108.112,119075,sad
2qKHwIfwkOKSvsgh2mIIUx,Moksha,0.0565,0.895,122.004,451714,sad
6V9K83FqNclAYIvvRzHJxH,Ancient Geometry,0.0779,0.913,120.007,386000,sad
4VSj6RzgmsLZrHvk25WyhJ,Perihelion I - I Tried To Scream,0.0379,0.274,129.547,205692,sad
6fTkzxzPwY80gK0wTgBVTh,"Nocturnes, Op. 15: No. 1 in F Major",0.0753,0.0461,67.267,259493,sad
7J8y5ztIgEcMVwcuk0Wgk7,"Khamma, L. 125: Première danse",0.0371,0.0384,72.35,241728,sad
37YVqdFXrT35SD1fMkzbG8,Final Transmission Home,0.033,0.123,75.358,175136,sad
1aO6mPyaUlkD3d0cPU35iL,Walking on Air Solo,0.0966,0.199,208.151,270002,sad
114CwlIWZZHwhH3WPxKMTk,Divided Universe,0.0714,0.709,125.013,405627,sad
4O6NVC6VgHBK13Yx45NgmL,Clatter On The Window,0.0147,0.964,82.881,119548,sad
7eVPvikr4G57jDcZFcBxKE,Ghost,0.0801,0.418,169.903,242480,sad
64WueYruSeRvXLLBgzVo8W,"Debussy: Fantaisie for Piano and Orchestra, L. 72b: II. Lent (très expressif) [Second Version]",0.0371,0.0349,75.844,409493,sad
4FEQ4F06DXYXwOEBFEe5QX,"Piano Sonata No. 31 in A-Flat Major, Op. 110: 1. Moderato cantabile molto espressivo",0.0755,0.0368,132.031,413318,sad
39SQ33wulWlChOQZ6yDjW9,Orphan,0.0613,0.31,77.467,252409,sad
3c7WPOjwI5A4DPgwKZCuW6,"Pictures at an Exhibition: XII. No 8, Catacombae (Sepulchrum Romanum) [Orch. Ravel]",0.0372,0.000739,131.096,77547,sad
3McaJ2I9AG5qZX9mKl4xfS,Clearly See,0.0382,0.117,161.259,142222,sad
43JsBadxu9yBlTs4PaIX9d,Drinking Seats,0.0388,0.067,131.186,68364,sad
08komlJjfI3LtZWVwV25Eq,"Fantasia and Fugue in C Minor, BWV 562",0.0379,0.294,78.822,342413,sad
01XKJqKTothbGn7VOzQcdb,"Khamma, L. 125: Troisième danse & Scène 3 - Version with Text",0.0345,0.114,69.24,494418,sad
2vwbLAJnOsNDjjZV9DOi3b,Lsd,0.0378,0.503,106.997,145868,sad
3FyO34sdZy2VBd3Bngn2os,Hallucinations,0.0364,0.331,78.138,218448,sad
5zge5z2c1RSnL4ED8tNxLd,5am & Us,0.0384,0.313,202.321,175856,sad
7poEZltOLHwWOiOcjzZO1P,Dark Night,0.0372,0.109,91.739,1010250,sad
1dTQhF5m2wB7ACiGPLNqwa,let's run away and never look back.,0.054,0.348,83.14,62415,sad
5NwlqnmzCdaoE8QAoI6gqo,"Sleep for the Sleepless, Pt. 1: Of Hand & Finger Sounds",0.0219,0.0973,181.22,581153,sad
7c9i6KdU5z8b3OJDeeKBu8,Come Through,0.053,0.393,99.987,273059,sad
5gO24yOisyB7FZFCs1MzaP,"Jeux, L. 126: Ils dansent ensemble - Arr. for Piano",0.0376,0.119,57.948,317012,sad
0wB2MFhJQkZbTzt2ii3pWg,Waves of Glory and Healing Power (Instrumental),0.0495,0.0306,90.703,315492,sad
18kybCq4cKsXjf3DugmMEl,Unfair,0.0384,0.301,119.266,288740,sad
4ndDdlAjCNR1BbB3MGhCAz,What I'm Looking For,0.0321,0.198,63.532,241777,sad
5SoFcritm7IX52gO9h5hDv,Lost at Sea,0.0321,0.311,72.864,223637,sad
5n7BS5IcJ53eeq6dwP5RHE,"Aguas da Amazonia: No. 3, Japurá River",0.0473,0.421,111.994,177230,sad
32cZAURXGJWC5RPYelmtIh,Collapse,0.0347,0.739,179.772,113006,sad
190qeCqG7uM3rRh70T3Eus,Frequency Filtered White,0.0,2.02e-05,0.0,179003,sad
16y29eNdGP61RSO1oRdmqf,Unwinding Rain & Thunder Sounds,0.0068,0.815,133.158,67866,sad
74ut8Dj3nrxomxMww09Y7a,Interestelar,0.0377,0.695,129.977,236308,sad
4y8mPX3eFVGR929eMzIA43,"Ballade in F Major, Op. 38, No.2",0.0367,0.0854,69.86,418013,sad
7LnU4vflcZ8fyuFaVxGtuN,The Book of Jen,0.0381,0.017,72.951,167883,sad
7bt7FXQEH52XDyiZsh4MwP,Rogue - Extended Mix,0.0594,0.818,128.002,442294,sad
5fF5Q1Oxe4KLRCxgVqPWjL,Incinerate,0.0933,0.991,165.069,239434,sad
4YbFdpOsk0XTY4tXGJjpmP,"Der fliegende Holländer, WWV 63, Act I: Die Frist ist um (Live)",0.0616,0.273,88.248,794387,sad
2Asyvvoc4g6w2Eu3d5ev7L,Cafe Mocca,0.0561,0.00397,66.359,201481,sad
6A7UCXcujguy5j8KlqWRuL,Faithful (Live),0.0947,0.323,145.899,301846,sad
0DIBErFRq4arZ27GeLnpmQ,GG - Monstergetdown Remix,0.0302,0.679,123.036,391034,sad
66bAZCmayomM3GGDdhz6ir,Have Yourself A Merry Little Christmas (feat. Danielle Brooks) - Recorded At Spotify Studios NYC,0.096,0.254,143.614,163367,sad
621g4ghOqUxUyyko4fHqEP,Notice,0.0941,0.5,87.486,118286,sad
607eTYhUkW68O9S3tQiEF2,Moonlight,0.0372,0.38,102.972,195728,sad
2zdQlkUGXBMw6qSey1Q6Cz,Idlewild,0.0948,0.473,114.101,172547,sad
3mMHmaxb6KULSTDRaL4mVP,To Get Her,0.0963,0.721,180.02,240000,sad
7dWzkzCjOVVkJDTEeWrCZ0,When You Are Near,0.088,0.0777,106.333,502620,sad
3kAU3Q7Ka6VhRrOwGXV9ww,Binaural Beats Deep Sleep Relaxation,0.0635,0.0144,67.175,123600,sad
3FRmsnPee0vyHQFB9oxVn7,Subversive Deed,0.032,0.763,98.029,193353,sad
1GDJ238kWbx1slW3l24B1t,"Das Orgelbüchlein: No. 4, Lob sei dem allmächtigen Gott, BWV 602",0.0944,0.296,132.796,66400,sad
4vyxDSQyF8REBGqidWyELM,Binaural Beats (Delta Waves),0.0546,0.0152,71.073,190418,sad
3nOCY2h30TD74Y7TDCv52i,Alcyone,0.0543,0.0897,77.399,534125,sad
7HfieFQ55nro8pDLBiQd2T,A State Of Trance (ASOT 900 - Part 2) - Outro,0.0,0.724,0.0,32870,sad
1biRN2dfC79PH6p5ckUfTX,"St. John Passion, BWV 245, Pt. 2: No. 21a, Und die Kriegsknechte flochten",0.0,0.0639,126.447,16748,sad
27lyMfImooc1c3AScV2DJN,Static Rain,1e-05,0.934,114.154,87689,sad
1S6YB9N0e6yr2a2kg5avpn,Markie's Dad,0.0379,0.0412,125.637,100987,sad
0akVUTLw8Y2jLZ0DOv13BA,"Violin Sonata No. 3 in C Minor, Op. 45: III. Allegro animato",0.0473,0.124,117.655,467453,sad
4yq0T3tCe7kDV0Rn6e2c3K,Nuvole Bianche,0.0475,0.233,126.552,355141,sad
50Gt9wNdCn6flGdlvlcExX,Alpha,0.0293,0.0634,126.789,120372,sad
4w0ZGptbkHLkKZhLVTg5He,Witch of the Woods,0.0376,0.223,82.09,182187,sad
3Cs3xZgZCL2vRwKTBnoAG8,Unmade,0.0877,0.3,96.563,267455,sad
0p24cs6EtuxR4j0MwzDQDZ,"Symphony No. 36 in C Major, K. 425 ""Linz"": II. Andante (Live)",0.0385,0.0383,77.004,464893,sad
1klAbSvQbQFC6ANEltTGEu,Consequence Of You - Original Dub Mix,0.0912,0.814,123.023,360952,sad
3dXaNFDQqfzvc8qjML5xS4,Polaris - Reprise,0.0362,0.287,115.256,254271,sad
0FMd8YeVaoi8Zl9gREwxAD,"Piano Concerto No. 4 in G Major, Op 58: I. Allegro moderato",0.0618,0.101,71.403,1191933,sad
7iaIcOgnLScBuKff6bBKHx,Life,0.0447,0.00263,173.39,259436,sad
6Rfs2oVALQmUodC9DURPED,Just For Us Pt. 2,0.0388,0.0549,116.691,115051,sad
5mUbYcKBo74303TmkY5GWR,Exile Amongst the Ruins,0.0596,0.782,158.152,479763,sad
4HLAfs2xl4LetUdmlHfQlw,This Is Where We Keep the Goats,0.0574,0.717,124.982,173917,sad
799Gnljdn9VoNlSHuPXBeA,Tonka Truck,0.0505,0.602,178.669,192812,sad
3LmIVRMguoocAZSUfK2JiK,The European Starling,0.0296,0.038,73.472,123429,sad
3O0cNQjhjzwfbjLn6qzwmS,Serene Moments,0.0327,0.436,119.966,164016,sad
1R78lSRcRzf82yJKlIQsLx,"6 Pieces, Op. 51: V. Romance",0.0392,0.019,68.177,661952,sad
