user_id,listening_date,avg_valence,avg_energy,avg_tempo,total_duration_ms,emotional_intensity,track_count,total_duration_minutes,mood_trend,rolling_mean_valence_3d,valence_std_3d,duration_delta,stable_low,trend_class,risk_score,risk_rank,is_low_valence_day,low_valence_flag,low_mood_streak,consecutive_low_streak,mood_status,recommendation_stage
user_002,2026-04-20,0.418,0.567,110.37,1339994,13.782507,13,22.33,0.069,0.43,0.087,-19.74,0,improving,0.1302,822,False,0,0,0,Normal,neutral
user_002,2026-04-21,0.32,0.586,127.45,1447272,16.964642,12,24.12,-0.098,0.362,0.05,1.79,1,worsening,0.1819,537,True,1,1,1,Normal,neutral
user_002,2026-04-22,0.452,0.545,119.25,1847880,16.649714,12,30.8,0.132,0.397,0.069,6.68,1,improving,0.237,294,False,0,0,0,Normal,neutral
user_002,2026-04-23,0.536,0.641,107.09,1271804,9.33248,10,21.2,0.084,0.436,0.109,-9.6,0,improving,0.1353,794,False,0,0,0,Normal,light positive
user_002,2026-04-24,0.523,0.622,108.35,1042930,10.095933,9,17.38,-0.013,0.504,0.045,-3.82,0,stable,0.037,1211,False,0,0,0,Normal,light positive
user_002,2026-04-25,0.468,0.503,122.59,1734625,16.701101,14,28.91,-0.055,0.509,0.036,11.53,0,worsening,0.134,803,False,0,0,0,Normal,neutral
user_002,2026-04-26,0.383,0.562,128.5,4554074,58.46112,17,75.9,-0.085,0.458,0.071,46.99,0,worsening,0.3869,32,True,1,1,1,Normal,neutral
user_002,2026-04-27,0.485,0.647,117.37,676729,6.614455,8,11.28,0.102,0.445,0.055,-64.62,0,improving,0.1246,847,False,0,0,0,Normal,neutral
user_002,2026-04-28,0.433,0.622,122.62,2080471,19.406448,17,34.67,-0.052,0.434,0.051,23.39,0,worsening,0.1579,653,False,0,0,0,Normal,neutral
user_002,2026-04-29,0.553,0.717,127.79,2427552,21.093086,17,40.46,0.12,0.49,0.06,5.79,0,improving,0.239,287,False,0,0,0,Normal,light positive
user_002,2026-04-30,0.488,0.532,122.84,2078903,20.726925,11,34.65,-0.065,0.491,0.06,-5.81,0,worsening,0.1645,619,False,0,0,0,Normal,neutral
user_002,2026-05-01,0.447,0.566,107.0,1852707,16.491915,14,30.88,-0.041,0.496,0.053,-3.77,0,worsening,0.1273,836,False,0,0,0,Normal,neutral
user_002,2026-05-02,0.343,0.424,110.64,1127909,12.324458,9,18.8,-0.104,0.426,0.075,-12.08,0,worsening,0.1623,629,True,1,1,1,Normal,neutral
user_002,2026-05-03,0.478,0.557,120.82,2978399,28.06372,16,49.64,0.135,0.423,0.071,30.84,0,improving,0.3068,121,False,0,0,0,Normal,neutral
user_003,2026-04-13,0.464,0.499,123.09,2741067,28.719055,15,45.68,0.0,0.464,0.0,0.0,0,stable,0.1314,815,False,0,0,0,Normal,neutral
user_003,2026-04-14,0.551,0.64,114.09,1269046,9.900643,11,21.15,0.087,0.507,0.062,-24.53,0,improving,0.1378,780,False,0,0,0,Normal,light positive
user_003,2026-04-15,0.435,0.632,135.93,1089027,9.34569,8,18.15,-0.116,0.483,0.06,-3.0,0,worsening,0.1693,592,False,0,0,0,Normal,neutral
user_003,2026-04-16,0.496,0.68,115.76,2545976,23.864727,18,42.43,0.061,0.494,0.058,24.28,0,improving,0.1861,517,False,0,0,0,Normal,neutral
user_003,2026-04-17,0.548,0.594,120.75,2022010,15.498821,12,33.7,0.052,0.493,0.057,-8.73,0,improving,0.1356,793,False,0,0,0,Normal,light positive
user_003,2026-04-18,0.568,0.574,113.8,2447136,18.303633,17,40.79,0.02,0.537,0.037,7.09,0,stable,0.1152,903,False,0,0,0,Normal,light positive
user_003,2026-04-19,0.399,0.602,123.98,2231226,22.473907,15,37.19,-0.169,0.505,0.092,-3.6,0,worsening,0.3167,100,True,1,1,1,Normal,neutral
user_003,2026-04-20,0.359,0.568,120.7,1898394,21.114414,16,31.64,-0.04,0.442,0.111,-5.55,0,worsening,0.1419,753,True,1,2,2,Normal,neutral
user_003,2026-04-21,0.428,0.607,125.58,2541911,23.488148,16,42.37,0.069,0.395,0.035,10.73,1,improving,0.2107,398,False,0,0,0,Normal,neutral
user_003,2026-04-22,0.424,0.59,102.0,1517654,15.789351,10,25.29,-0.004,0.404,0.039,-17.08,0,stable,0.0627,1144,False,0,0,0,Normal,neutral
user_003,2026-04-23,0.407,0.644,116.73,1493321,13.652212,12,24.89,-0.017,0.42,0.011,-0.4,0,stable,0.0786,1083,False,0,0,0,Normal,neutral
user_003,2026-04-24,0.42,0.615,105.21,1945113,18.577679,13,32.42,0.013,0.417,0.009,7.53,0,stable,0.1034,968,False,0,0,0,Normal,neutral
user_003,2026-04-25,0.355,0.521,118.36,2051659,21.063364,13,34.19,-0.065,0.394,0.034,1.77,1,worsening,0.1846,522,True,1,1,1,Normal,neutral
user_003,2026-04-26,0.384,0.684,117.91,972815,10.261145,8,16.21,0.029,0.386,0.033,-17.98,1,improving,0.0575,1161,True,1,2,2,Normal,neutral
user_003,2026-04-27,0.528,0.672,127.16,1664629,13.587419,14,27.74,0.144,0.422,0.093,11.53,0,improving,0.2308,319,False,0,0,0,Normal,light positive
user_003,2026-04-28,0.44,0.528,138.23,1604039,18.162807,9,26.73,-0.088,0.451,0.073,-1.01,0,worsening,0.169,594,False,0,0,0,Normal,neutral
user_003,2026-04-29,0.266,0.514,110.67,2544633,32.01284,16,42.41,-0.174,0.411,0.133,15.68,0,worsening,0.3745,42,True,1,1,1,Normal,reflective
user_003,2026-04-30,0.437,0.597,129.31,1981794,19.66977,15,33.03,0.171,0.381,0.1,-9.38,0,improving,0.2955,143,False,0,0,0,Normal,neutral
user_003,2026-05-01,0.387,0.558,116.56,2704306,27.843338,18,45.07,-0.05,0.363,0.088,12.04,1,worsening,0.2084,408,True,1,1,1,Normal,neutral
user_003,2026-05-02,0.38,0.667,131.74,2197134,23.505093,16,36.62,-0.007,0.401,0.031,-8.45,0,stable,0.1206,868,True,1,2,2,Normal,neutral
user_003,2026-05-03,0.493,0.73,128.74,1547993,13.10508,12,25.8,0.113,0.42,0.063,-10.82,0,improving,0.1902,495,False,0,0,0,Normal,neutral
user_004,2026-04-13,0.5,0.534,121.0,2333135,20.426706,18,38.89,0.0,0.5,0.0,0.0,0,stable,0.0985,991,False,0,0,0,Normal,light positive
user_004,2026-04-14,0.46,0.555,116.31,1383795,12.031042,12,23.06,-0.04,0.48,0.028,-15.83,0,worsening,0.0944,1007,False,0,0,0,Normal,neutral
user_004,2026-04-15,0.381,0.432,128.9,1145552,11.908952,11,19.09,-0.079,0.447,0.061,-3.97,0,worsening,0.1311,817,True,1,1,1,Normal,neutral
user_004,2026-04-16,0.349,0.514,122.01,2798653,30.575401,17,46.64,-0.032,0.397,0.057,27.55,1,worsening,0.2029,432,True,1,2,2,Normal,neutral
user_004,2026-04-17,0.464,0.392,114.29,1961654,15.060236,12,32.69,0.115,0.398,0.059,-13.95,1,improving,0.2219,357,False,0,0,0,Normal,neutral
user_004,2026-04-18,0.488,0.535,118.04,944771,7.7635355,8,15.75,0.024,0.434,0.074,-16.94,0,improving,0.046,1193,False,0,0,0,Normal,neutral
user_004,2026-04-19,0.309,0.68,142.64,1903438,21.12723,13,31.72,-0.179,0.42,0.097,15.97,0,worsening,0.3187,95,True,1,1,1,Normal,neutral
user_004,2026-04-20,0.296,0.449,107.83,1789841,21.291561,16,29.83,-0.013,0.364,0.107,-1.89,0,stable,0.1092,942,True,1,2,2,Normal,reflective
user_004,2026-04-21,0.531,0.651,128.79,1046574,8.212776,10,17.44,0.235,0.379,0.132,-12.39,0,improving,0.3069,120,False,0,0,0,Normal,light positive
user_004,2026-04-22,0.363,0.639,123.62,1598171,17.700567,13,26.64,-0.168,0.397,0.121,9.2,0,worsening,0.2745,185,True,1,1,1,Normal,neutral
user_004,2026-04-23,0.406,0.503,111.78,1235712,12.505933,9,20.6,0.043,0.433,0.087,-6.04,0,improving,0.0922,1019,False,0,0,0,Normal,neutral
user_004,2026-04-24,0.498,0.515,114.56,2201877,17.800192,15,36.7,0.092,0.422,0.069,16.1,0,improving,0.203,431,False,0,0,0,Normal,neutral
user_004,2026-04-25,0.499,0.582,118.38,1532474,13.371583,13,25.54,0.001,0.468,0.053,-11.16,0,stable,0.0524,1177,False,0,0,0,Normal,neutral
user_004,2026-04-26,0.392,0.568,123.71,1909383,21.440243,11,31.82,-0.107,0.463,0.061,6.28,0,worsening,0.2194,368,True,1,1,1,Normal,neutral
user_004,2026-04-27,0.583,0.595,112.96,1261396,8.740929,10,21.02,0.191,0.491,0.096,-10.8,0,improving,0.2616,212,False,0,0,0,Normal,light positive
user_004,2026-04-28,0.429,0.647,132.19,2165459,20.6681,14,36.09,-0.154,0.468,0.101,15.07,0,worsening,0.2884,153,False,0,0,0,Normal,neutral
user_004,2026-04-29,0.414,0.504,137.82,1990320,19.396854,15,33.17,-0.015,0.475,0.094,-2.92,0,stable,0.1099,937,False,0,0,0,Normal,neutral
user_004,2026-04-30,0.5,0.686,130.59,2575640,21.37106,18,42.93,0.086,0.448,0.046,9.76,0,improving,0.2174,374,False,0,0,0,Normal,light positive
user_004,2026-05-01,0.549,0.5,101.38,1433463,12.205356,12,23.89,0.049,0.488,0.068,-19.04,0,improving,0.1004,984,False,0,0,0,Normal,light positive
user_004,2026-05-02,0.438,0.762,127.41,1273203,13.117264,9,21.22,-0.111,0.496,0.056,-2.67,0,worsening,0.1753,568,False,0,0,0,Normal,neutral
user_004,2026-05-03,0.471,0.638,121.88,2939870,23.681252,17,49.0,0.033,0.486,0.057,27.78,0,improving,0.1822,535,False,0,0,0,Normal,neutral
user_005,2026-04-13,0.42,0.52,123.53,1689507,16.467968,14,28.16,0.0,0.42,0.0,0.0,0,stable,0.0701,1117,False,0,0,0,Normal,neutral
user_005,2026-04-14,0.506,0.587,117.12,2128720,17.549763,15,35.48,0.086,0.463,0.061,7.32,0,improving,0.1899,497,False,0,0,0,Normal,light positive
user_005,2026-04-15,0.609,0.689,104.71,1479583,10.190191,9,24.66,0.103,0.512,0.095,-10.82,0,improving,0.1628,626,False,0,0,0,Normal,light positive
user_005,2026-04-16,0.341,0.546,123.54,1282305,14.758616,11,21.37,-0.268,0.485,0.135,-3.29,0,worsening,0.3739,44,True,1,1,1,Normal,neutral
user_005,2026-04-17,0.45,0.738,131.37,2243922,21.508684,16,37.4,0.109,0.467,0.135,16.03,0,improving,0.2351,300,False,0,0,0,Normal,neutral
user_005,2026-04-18,0.384,0.523,124.41,2502347,27.38638,17,41.71,-0.066,0.392,0.055,4.31,1,worsening,0.2139,385,True,1,1,1,Normal,neutral
user_005,2026-04-19,0.401,0.586,118.32,1580551,17.015436,12,26.34,0.017,0.412,0.034,-15.37,0,stable,0.0853,1053,False,0,0,0,Normal,neutral
user_005,2026-04-20,0.408,0.58,116.63,2713976,28.395212,16,45.23,0.007,0.398,0.012,18.89,1,stable,0.1517,690,False,0,0,0,Normal,neutral
user_005,2026-04-21,0.503,0.521,120.85,2055649,14.661331,17,34.26,0.095,0.437,0.057,-10.97,0,improving,0.1971,459,False,0,0,0,Normal,light positive
user_005,2026-04-22,0.426,0.753,117.5,1572152,16.166752,12,26.2,-0.077,0.446,0.05,-8.06,0,worsening,0.155,673,False,0,0,0,Normal,neutral
user_005,2026-04-23,0.425,0.481,105.79,2965802,31.610159,17,49.43,-0.001,0.451,0.045,23.23,0,stable,0.1574,656,False,0,0,0,Normal,neutral
user_005,2026-04-24,0.51,0.583,121.1,1491576,11.53214,11,24.86,0.085,0.454,0.049,-24.57,0,improving,0.1511,692,False,0,0,0,Normal,light positive
user_005,2026-04-25,0.548,0.597,130.3,1266992,8.685336,10,21.12,0.038,0.494,0.063,-3.74,0,improving,0.0783,1084,False,0,0,0,Normal,light positive
user_005,2026-04-26,0.507,0.51,111.13,2171838,19.77657,15,36.2,-0.041,0.522,0.023,15.08,0,worsening,0.1375,781,False,0,0,0,Normal,light positive
user_005,2026-04-27,0.418,0.457,123.62,2063623,21.019543,15,34.39,-0.089,0.491,0.066,-1.81,0,worsening,0.2043,425,False,0,0,0,Normal,neutral
user_005,2026-04-28,0.379,0.534,126.19,1246847,14.710461,9,20.78,-0.039,0.435,0.066,-13.61,0,worsening,0.09,1030,True,1,1,1,Normal,neutral
user_005,2026-04-29,0.389,0.593,123.23,2407682,26.638975,17,40.13,0.01,0.395,0.02,19.35,1,stable,0.1378,780,True,1,2,2,Normal,neutral
user_005,2026-04-30,0.468,0.489,101.83,1368645,14.180038,10,22.81,0.079,0.412,0.049,-17.32,0,improving,0.1402,765,False,0,0,0,Normal,neutral
user_005,2026-05-01,0.447,0.571,112.29,2284424,18.958294,16,38.07,-0.021,0.435,0.041,15.26,0,worsening,0.1312,816,False,0,0,0,Normal,neutral
user_005,2026-05-02,0.512,0.577,120.77,1214292,10.121123,8,20.24,0.065,0.476,0.033,-17.83,0,improving,0.1106,932,False,0,0,0,Normal,light positive
user_005,2026-05-03,0.418,0.476,108.92,2503385,28.051592,16,41.72,-0.094,0.459,0.048,21.48,0,worsening,0.2406,283,False,0,0,0,Normal,neutral
user_006,2026-04-13,0.496,0.514,113.47,2208672,20.972439,16,36.81,0.0,0.496,0.0,0.0,0,stable,0.0918,1022,False,0,0,0,Normal,neutral
user_006,2026-04-14,0.428,0.561,108.18,2348531,25.68783,16,39.14,-0.068,0.462,0.048,2.33,0,worsening,0.1964,463,False,0,0,0,Normal,neutral
user_006,2026-04-15,0.493,0.66,133.54,1988865,19.233671,15,33.15,0.065,0.472,0.038,-5.99,0,improving,0.1583,650,False,0,0,0,Normal,neutral
user_006,2026-04-16,0.492,0.633,118.81,1659721,15.107161,13,27.66,-0.001,0.471,0.037,-5.49,0,stable,0.0608,1149,False,0,0,0,Normal,neutral
user_006,2026-04-17,0.526,0.583,114.62,2012794,17.603296,15,33.55,0.034,0.504,0.019,5.89,0,improving,0.1167,897,False,0,0,0,Normal,light positive
user_006,2026-04-18,0.353,0.606,123.51,1344446,15.570647,11,22.41,-0.173,0.457,0.092,-11.14,0,worsening,0.2622,210,True,1,1,1,Normal,neutral
user_006,2026-04-19,0.371,0.567,122.11,2357714,27.221903,16,39.3,0.018,0.417,0.095,16.89,0,stable,0.1476,712,True,1,2,2,Normal,neutral
user_006,2026-04-20,0.487,0.588,124.73,1961847,16.867735,14,32.7,0.116,0.404,0.073,-6.6,0,improving,0.2196,367,False,0,0,0,Normal,neutral
user_006,2026-04-21,0.404,0.604,116.06,1830792,19.163858,13,30.51,-0.083,0.421,0.06,-2.19,0,worsening,0.1829,532,False,0,0,0,Normal,neutral
user_006,2026-04-22,0.431,0.575,118.56,1903354,17.429243,13,31.72,0.027,0.441,0.042,1.21,0,improving,0.1159,899,False,0,0,0,Normal,neutral
user_006,2026-04-23,0.362,0.505,109.09,2149794,22.719616,14,35.83,-0.069,0.399,0.035,4.11,1,worsening,0.1957,468,True,1,1,1,Normal,neutral
user_006,2026-04-24,0.212,0.546,138.41,763201,9.924785,8,12.72,-0.15,0.335,0.112,-23.11,0,worsening,0.1914,488,True,1,2,2,Normal,reflective
user_006,2026-04-25,0.489,0.601,117.41,1368022,12.096674,9,22.8,0.277,0.354,0.139,10.08,0,improving,0.3793,37,False,0,0,0,Normal,neutral
user_006,2026-04-26,0.529,0.516,128.11,1284622,10.648182,10,21.41,0.04,0.41,0.173,-1.39,0,improving,0.083,1064,False,0,0,0,Normal,light positive
user_006,2026-04-27,0.569,0.789,118.47,1597100,11.879632,9,26.62,0.04,0.529,0.04,5.21,0,improving,0.096,999,False,0,0,0,Normal,light positive
user_006,2026-04-28,0.399,0.551,122.54,1610142,16.41608,12,26.84,-0.17,0.499,0.089,0.22,0,worsening,0.2738,186,True,1,1,1,Normal,neutral
user_006,2026-04-29,0.536,0.628,114.36,1830844,14.313164,15,30.51,0.137,0.501,0.09,3.67,0,improving,0.2305,321,False,0,0,0,Normal,light positive
user_006,2026-04-30,0.459,0.6,111.54,1666664,14.807847,15,27.78,-0.077,0.465,0.069,-2.73,0,worsening,0.1576,654,False,0,0,0,Normal,neutral
user_006,2026-05-01,0.426,0.635,119.8,1803943,16.629786,13,30.07,-0.033,0.474,0.056,2.29,0,worsening,0.1173,891,False,0,0,0,Normal,neutral
user_006,2026-05-02,0.457,0.627,129.78,2298375,22.668833,17,38.31,0.031,0.447,0.019,8.24,0,improving,0.1424,748,False,0,0,0,Normal,neutral
user_006,2026-05-03,0.451,0.457,91.31,1942504,18.552916,14,32.38,-0.006,0.445,0.016,-5.93,0,stable,0.0901,1029,False,0,0,0,Normal,neutral
user_007,2026-04-13,0.578,0.656,107.78,1195839,8.200021,8,19.93,0.0,0.578,0.0,0.0,0,stable,0.0263,1222,False,0,0,0,Normal,light positive
user_007,2026-04-14,0.451,0.519,135.92,1726401,15.976339,16,28.77,-0.127,0.515,0.09,8.84,0,worsening,0.2232,353,False,0,0,0,Normal,neutral
user_007,2026-04-15,0.383,0.4,113.69,2012316,20.755527,14,33.54,-0.068,0.471,0.099,4.77,0,worsening,0.1808,543,True,1,1,1,Normal,neutral
user_007,2026-04-16,0.457,0.603,124.05,2226442,21.246073,14,37.11,0.074,0.43,0.041,3.57,0,improving,0.1901,496,False,0,0,0,Normal,neutral
user_007,2026-04-17,0.437,0.598,106.21,1631727,15.474117,14,27.2,-0.02,0.426,0.038,-9.91,0,stable,0.0885,1036,False,0,0,0,Normal,neutral
user_007,2026-04-18,0.32,0.629,117.27,1936667,22.823448,14,32.28,-0.117,0.405,0.074,5.08,0,worsening,0.2444,270,True,1,1,1,Normal,neutral
user_007,2026-04-19,0.39,0.744,114.23,1457708,15.503201,8,24.3,0.07,0.382,0.059,-7.98,1,improving,0.1421,751,True,1,2,2,Normal,neutral
user_007,2026-04-20,0.393,0.565,126.38,1882318,19.790165,14,31.37,0.003,0.368,0.041,7.07,1,stable,0.0908,1026,True,1,3,3,Prolonged Low Mood,neutral
user_007,2026-04-21,0.422,0.554,124.55,2501022,25.350515,16,41.68,0.029,0.402,0.018,10.31,0,improving,0.1605,639,False,0,0,0,Normal,neutral
user_007,2026-04-22,0.462,0.525,123.04,1476175,13.752338,11,24.6,0.04,0.426,0.035,-17.08,0,improving,0.1001,985,False,0,0,0,Normal,neutral
user_007,2026-04-23,0.448,0.609,113.97,2088035,21.265034,14,34.8,-0.014,0.444,0.02,10.2,0,stable,0.1097,938,False,0,0,0,Normal,neutral
user_007,2026-04-24,0.411,0.466,110.17,1431549,15.458448,8,23.86,-0.037,0.44,0.026,-10.94,0,worsening,0.0982,993,False,0,0,0,Normal,neutral
user_007,2026-04-25,0.453,0.665,119.9,1503949,14.1709585,11,25.07,0.042,0.437,0.023,1.21,0,improving,0.1052,961,False,0,0,0,Normal,neutral
user_007,2026-04-26,0.57,0.584,106.96,1569361,10.730468,12,26.16,0.117,0.478,0.082,1.09,0,improving,0.1882,510,False,0,0,0,Normal,light positive
user_007,2026-04-27,0.478,0.657,124.87,2791712,23.398142,18,46.53,-0.092,0.5,0.062,20.37,0,worsening,0.243,276,False,0,0,0,Normal,neutral
user_007,2026-04-28,0.38,0.575,129.1,1368596,14.6386595,10,22.81,-0.098,0.476,0.095,-23.72,0,worsening,0.1706,585,True,1,1,1,Normal,neutral
user_007,2026-04-29,0.51,0.608,122.67,1451603,12.076159,11,24.19,0.13,0.456,0.068,1.38,0,improving,0.2035,427,False,0,0,0,Normal,light positive
user_007,2026-04-30,0.467,0.556,121.4,1693513,16.807966,12,28.23,-0.043,0.452,0.066,4.04,0,worsening,0.117,894,False,0,0,0,Normal,neutral
user_007,2026-05-01,0.452,0.533,126.62,2155259,21.71323,18,35.92,-0.015,0.476,0.03,7.69,0,stable,0.1146,908,False,0,0,0,Normal,neutral
user_007,2026-05-02,0.475,0.591,120.97,2243386,19.836369,17,37.39,0.023,0.465,0.012,1.47,0,improving,0.1258,842,False,0,0,0,Normal,neutral
user_007,2026-05-03,0.399,0.471,107.54,1288473,13.485561,8,21.47,-0.076,0.442,0.039,-15.92,0,worsening,0.1365,787,True,1,1,1,Normal,neutral
user_008,2026-04-13,0.528,0.553,129.27,1096440,9.133122,10,18.27,0.0,0.528,0.0,0.0,0,stable,0.0239,1225,False,0,0,0,Normal,light positive
user_008,2026-04-14,0.369,0.585,125.86,2245072,24.416046,17,37.42,-0.159,0.448,0.112,19.15,0,worsening,0.3111,115,True,1,1,1,Normal,neutral
user_008,2026-04-15,0.575,0.627,127.88,1340831,10.334069,8,22.35,0.206,0.491,0.108,-15.07,0,improving,0.2844,163,False,0,0,0,Normal,light positive
user_008,2026-04-16,0.23,0.495,105.51,2795008,34.875504,17,46.58,-0.345,0.391,0.174,24.23,0,worsening,0.6133,1,True,1,1,1,Normal,reflective
user_008,2026-04-17,0.461,0.696,131.33,1190433,10.825022,11,19.84,0.231,0.422,0.176,-26.74,0,improving,0.3143,108,False,0,0,0,Normal,neutral
user_008,2026-04-18,0.424,0.557,131.57,2720596,26.048985,18,45.34,-0.037,0.372,0.124,25.5,0,worsening,0.1848,521,False,0,0,0,Normal,neutral
user_008,2026-04-19,0.567,0.54,110.45,1206853,7.551935,11,20.11,0.143,0.484,0.074,-25.23,0,improving,0.2015,439,False,0,0,0,Normal,light positive
user_008,2026-04-20,0.504,0.657,117.11,1802938,14.662464,12,30.05,-0.063,0.498,0.072,9.94,0,worsening,0.1432,742,False,0,0,0,Normal,light positive
user_008,2026-04-21,0.409,0.514,125.17,2354775,23.223969,15,39.25,-0.095,0.493,0.08,9.2,0,worsening,0.2335,308,False,0,0,0,Normal,neutral
user_008,2026-04-22,0.418,0.515,133.59,1300069,12.361777,9,21.67,0.009,0.444,0.052,-17.58,0,stable,0.0545,1169,False,0,0,0,Normal,neutral
user_008,2026-04-23,0.429,0.584,125.92,1643193,14.973643,14,27.39,0.011,0.419,0.01,5.72,0,stable,0.0792,1081,False,0,0,0,Normal,neutral
user_008,2026-04-24,0.484,0.643,119.85,1544501,13.000653,13,25.74,0.055,0.444,0.035,-1.65,0,improving,0.1204,869,False,0,0,0,Normal,neutral
user_008,2026-04-25,0.531,0.668,133.31,2154611,15.600691,16,35.91,0.047,0.481,0.051,10.17,0,improving,0.1396,770,False,0,0,0,Normal,light positive
user_008,2026-04-26,0.415,0.66,121.21,2618799,25.546566,18,43.65,-0.116,0.477,0.058,7.74,0,worsening,0.2761,180,False,0,0,0,Normal,neutral
user_008,2026-04-27,0.458,0.64,116.7,1782974,16.053844,15,29.72,0.043,0.468,0.059,-13.93,0,improving,0.1238,853,False,0,0,0,Normal,neutral
user_008,2026-04-28,0.345,0.587,125.76,1628565,18.347126,12,27.14,-0.113,0.406,0.057,-2.58,0,worsening,0.2119,393,True,1,1,1,Normal,neutral
